profile_name,username,bio,location,website,join_date,followers_count,following_count,tweets_count,profile_image_url,tweet_id,text,created_at,lang,user_id_hashed,comment_count,retweet_count,like_count,is_reply,is_retweet,is_quote,urls,clean_text
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1803090561814925708,I’m excited to share that I have joined the advisory board of @cusp_ai who have today come out of stealth mode and are using cutting edge AI to tackle one of the most urgent problems we as society face: climate change.,2024-06-18 15:41:00,en,fef80054a121f531,191,186,2098,False,False,False,[],im excited to share that i have joined the advisory board of  who have today come out of stealth mode and are using cutting edge ai to tackle one of the most urgent problems we as society face climate change
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1793760928632365077,New AI safety paper in Science with a lot of authors: science.org/doi/10.1126/scie…,2024-05-23 21:48:00,en,fef80054a121f531,119,419,1566,False,False,False,[],new ai safety paper in science with a lot of authors scienceorgdoi101126scie
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1775933990983348564,There is a UK company called Profit Crunch Ltd that is fraudulent. They claim i am a director and use my reputation to reassure investors. They are crooks. I have nothing to do with them. They also forged my signature on an insurance certificate.,2024-04-04 17:10:00,en,fef80054a121f531,120,235,1769,False,False,False,[],there is a uk company called profit crunch ltd that is fraudulent they claim i am a director and use my reputation to reassure investors they are crooks i have nothing to do with them they also forged my signature on an insurance certificate
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1729247589235597687,Someone with access to two boats should be able to recreate this and make a viral video of it. The water needs to be rough enough to disguise the wakes except when they positively interfere.,2023-11-27 21:15:00,en,fef80054a121f531,34,23,285,False,False,False,[],someone with access to two boats should be able to recreate this and make a viral video of it the water needs to be rough enough to disguise the wakes except when they positively interfere
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1729247587197485300,"If two boats on a similar course went by some time ago, their wakes would be small and almost parallel. Where the wakes intersect you would get an interference pattern of bigger waves alternating with smaller waves and this pattern would move sideways in an undulating fashion.",2023-11-27 21:15:00,en,fef80054a121f531,17,28,252,False,False,False,[],if two boats on a similar course went by some time ago their wakes would be small and almost parallel where the wakes intersect you would get an interference pattern of bigger waves alternating with smaller waves and this pattern would move sideways in an undulating fashion
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1729247585058386100,"When the sun is low and you are looking towards the sun across the water, the nearside of a steep wave looks black. So how could we get a pattern of waves that alternate between being steep and shallow and move sideways to the line of sight across the lake?",2023-11-27 21:15:00,en,fef80054a121f531,6,7,119,False,False,False,[],when the sun is low and you are looking towards the sun across the water the nearside of a steep wave looks black so how could we get a pattern of waves that alternate between being steep and shallow and move sideways to the line of sight across the lake
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1729247583061553361,"One evening this summer, my partner and I saw the Loch Ness monster swimming in Lake Huron. It was at least 10 feet long and swam in an undulating fashion with big black humps that were each several feet long and went up and down as it moved across the lake.",2023-11-27 21:15:00,en,fef80054a121f531,107,89,1029,False,False,False,[],one evening this summer my partner and i saw the loch ness monster swimming in lake huron it was at least 10 feet long and swam in an undulating fashion with big black humps that were each several feet long and went up and down as it moved across the lake
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1728178632508780919,Yann LeCun thinks the risk of AI taking over is miniscule. This means he puts a big weight on his own opinion and a miniscule weight on the opinions of many other equally qualified experts.,2023-11-24 22:27:00,en,fef80054a121f531,613,490,4310,False,False,False,[],yann lecun thinks the risk of ai taking over is miniscule this means he puts a big weight on his own opinion and a miniscule weight on the opinions of many other equally qualified experts
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1721937095860633663,"Fei-Fei Li has written a book. She was the first computer vision researcher to truly understand the power of big data and her work opened the floodgates for deep learning. She delivers a clear-eyed account of the awesome potential and danger of AI.
momentoflift.com/the-worlds-…",2023-11-07 17:06:00,en,fef80054a121f531,72,435,2727,False,False,False,[],"feifei li has written a book she was the first computer vision researcher to truly understand the power of big data and her work opened the floodgates for deep learning she delivers a cleareyed account of the awesome potential and danger of ai
momentofliftcomtheworlds"
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1719806327919157382,I suspect that Andrew Ng and Yann LeCun have missed the main reason why the big companies want regulations. Years ago the founder of a self-driving company told me that he liked safety regulations because if you satisfied them it reduced your legal liability for accidents.,2023-11-01 19:59:00,en,fef80054a121f531,177,262,2489,False,False,False,[],i suspect that andrew ng and yann lecun have missed the main reason why the big companies want regulations years ago the founder of a selfdriving company told me that he liked safety regulations because if you satisfied them it reduced your legal liability for accidents
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1719406116503707668,Andrew Ng is claiming that the idea that AI could make us extinct is a big-tech conspiracy. A datapoint that does not fit this conspiracy theory is that I left Google so that I could speak freely about the existential threat.,2023-10-31 17:28:00,en,fef80054a121f531,355,492,4462,False,False,False,[],andrew ng is claiming that the idea that ai could make us extinct is a bigtech conspiracy a datapoint that does not fit this conspiracy theory is that i left google so that i could speak freely about the existential threat
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1717967329202491707,"New paper:
managing-ai-risks.com
Companies are planning to train models with 100x more computation than today’s state of the art, within 18 months. No one knows how powerful they will be. And there’s essentially no regulation on what they’ll be able to do with these models.",2023-10-27 18:11:00,en,fef80054a121f531,159,700,3127,False,False,False,[],"new paper
managingairiskscom
companies are planning to train models with 100x more computation than todays state of the art within 18 months no one knows how powerful they will be and theres essentially no regulation on what theyll be able to do with these models"
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1712171602610155745,It seems to me that @VayuRobotics is addressing a great market niche and their approach has fewer ethical problems than many other AI applications. I look forward to working with @nitishsr and his team. (3/3),2023-10-11 18:21:00,en,fef80054a121f531,18,17,238,False,False,False,[],it seems to me that  is addressing a great market niche and their approach has fewer ethical problems than many other ai applications i look forward to working with  and his team 33
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1712171601150529649,"@VayuRobotics is designing light, low-speed robots for local deliveries. These robots have about 1% of the kinetic energy of a 50 mph car and a much shorter stopping distance, which makes it far easier to make them safe. (2/3)",2023-10-11 18:21:00,en,fef80054a121f531,11,17,240,False,False,False,[],is designing light lowspeed robots for local deliveries these robots have about 1 of the kinetic energy of a 50 mph car and a much shorter stopping distance which makes it far easier to make them safe 23
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1712171599636435105,"Since leaving Google, I have received many requests to join the advisory boards of start-ups and, until now, I have declined them all. However, I have decided to join as an advisor for @VayuRobotics to work with @nitishsr again. vayurobotics.com/press-relea… (1/3)",2023-10-11 18:21:00,en,fef80054a121f531,55,157,1906,False,False,False,[],since leaving google i have received many requests to join the advisory boards of startups and until now i have declined them all however i have decided to join as an advisor for  to work with  again vayuroboticscompressrelea 13
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1672000400889638912,"The University of Toronto made a video for a non technical audience in which I explain how deep learning works, the enormous promise of this technology and some of the potential risks.  piped.video/-9cW4Gcn5WY",2023-06-22 21:55:00,en,fef80054a121f531,78,492,1767,False,False,False,[],the university of toronto made a video for a non technical audience in which i explain how deep learning works the enormous promise of this technology and some of the potential risks  pipedvideo9cw4gcn5wy
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1654474560962457601,"Dishonest CBC headline:
""Canada's AI pioneer Geoffrey Hinton says AI could wipe out humans. In the meantime, there's money to be made"". 
The second sentence was said by a journalist, not me, but you wouldn't know that.",2023-05-05 13:14:00,en,fef80054a121f531,392,832,6385,False,False,False,[],"dishonest cbc headline
canadas ai pioneer geoffrey hinton says ai could wipe out humans in the meantime theres money to be made 
the second sentence was said by a journalist not me but you wouldnt know that"
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1652993570721210372,"In the NYT today, Cade Metz implies that I left Google so that I could criticize Google. Actually, I left so that I could talk about the dangers of AI without considering how this impacts Google. Google has acted very responsibly.",2023-05-01 11:09:00,en,fef80054a121f531,613,2905,15254,False,False,False,[],in the nyt today cade metz implies that i left google so that i could criticize google actually i left so that i could talk about the dangers of ai without considering how this impacts google google has acted very responsibly
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1636110447442112513,Reinforcement Learning by Human Feedback is just parenting for a supernaturally precocious child.,2023-03-15 21:01:00,en,fef80054a121f531,124,467,3218,False,False,False,[],reinforcement learning by human feedback is just parenting for a supernaturally precocious child
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1635739459764322330,Caterpillars extract nutrients which are then converted into butterflies. People have extracted billions of nuggets of understanding and GPT-4 is humanity's butterfly.,2023-03-14 20:27:00,en,fef80054a121f531,108,591,3142,False,False,False,[],caterpillars extract nutrients which are then converted into butterflies people have extracted billions of nuggets of understanding and gpt4 is humanitys butterfly
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1533908809449627649,"I tried HSBC chat. Here's what they said:
I’ll transfer you to an agent now. It could take up to 6 hours to get connected because our agents are helping other customers like you. Please feel free to log out of Online Banking, and check back later for our response. Thank you.",2022-06-06 20:28:00,en,fef80054a121f531,12,12,128,False,False,False,[],"i tried hsbc chat heres what they said
ill transfer you to an agent now it could take up to 6 hours to get connected because our agents are helping other customers like you please feel free to log out of online banking and check back later for our response thank you"
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1533906800696770563,Does HSBC UK have any ML people?  HSBC will not comply with my written instructions to transfer money within the UK. Fraud detection says it must be authorized by high value transfers. High value transfers say they cannot authorize it. 7  hours on the phone so far. Help!,2022-06-06 20:20:00,en,fef80054a121f531,59,34,552,False,False,False,[],does hsbc uk have any ml people  hsbc will not comply with my written instructions to transfer money within the uk fraud detection says it must be authorized by high value transfers high value transfers say they cannot authorize it 7  hours on the phone so far help
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1436444569164521476,"Canadian politicians are talking about setting up a Canadian DARPA. Tying precious research dollars to military applications is not an efficient way to innovate and will lead to obscenities like the self-healing minefield. Encourage start-ups, not the military industrial complex.",2021-09-10 21:40:00,en,fef80054a121f531,40,211,1807,False,False,False,[],canadian politicians are talking about setting up a canadian darpa tying precious research dollars to military applications is not an efficient way to innovate and will lead to obscenities like the selfhealing minefield encourage startups not the military industrial complex
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1408822677545099275,A common argument against taking inspiration from the brain when designing neural networks is that it's like taking inspiration from feathers when designing flying machines.  Drones need blades that will not damage things they hit and can be easily repaired with a quick preen.,2021-06-26 16:21:00,en,fef80054a121f531,36,141,1057,False,False,False,[],a common argument against taking inspiration from the brain when designing neural networks is that its like taking inspiration from feathers when designing flying machines  drones need blades that will not damage things they hit and can be easily repaired with a quick preen
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1404458382686359558,Canada prides itself on being a more caring society than the US and is publicly apologetic about its past abuses. So why is it ignoring current torture in its prisons? ottawacitizen.com/opinion/do…,2021-06-14 15:19:00,en,fef80054a121f531,9,29,183,False,False,False,[],canada prides itself on being a more caring society than the us and is publicly apologetic about its past abuses so why is it ignoring current torture in its prisons ottawacitizencomopiniondo
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1402300077406928897,I am excited to support @raquelutrasun as she begins her next chapter with @waabi_ai. She has been an AI pioneer for the last 20 years and will bring new thinking to an incredibly important space.,2021-06-08 16:22:00,en,fef80054a121f531,6,25,495,False,False,False,[],i am excited to support  as she begins her next chapter with  she has been an ai pioneer for the last 20 years and will bring new thinking to an incredibly important space
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1365311399287808002,"I have a new paper on how to represent part-whole hierarchies in neural networks. 

arxiv.org/abs/2102.12627",2021-02-26 14:42:00,en,fef80054a121f531,45,593,2888,False,False,False,[],"i have a new paper on how to represent partwhole hierarchies in neural networks 

arxivorgabs210212627"
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1296599857638125568,"My wonderful former graduate student, Roland Memisevic, used neural networks to make a great fitness app:

cnbc.com/2020/08/20/twentybn…",2020-08-21 00:07:00,en,fef80054a121f531,10,81,588,False,False,False,[],"my wonderful former graduate student roland memisevic used neural networks to make a great fitness app

cnbccom20200820twentybn"
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1273686900285603843,"A non-linearity that works much better than ReLUs. The work described in this video might also be relevant to understanding grid cells.
piped.video/watch?v=Q2fLWGBe…",2020-06-18 18:39:00,en,fef80054a121f531,42,702,2718,False,False,False,[],"a nonlinearity that works much better than relus the work described in this video might also be relevant to understanding grid cells
pipedvideowatchvq2flwgbe"
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1273328639673806851,"I thought I had a very good idea about perceptual learning and accepted several invitations to give talks about it next week.  But I have just discovered a fatal flaw in the idea, so I am cancelling all those talks. I apologize.",2020-06-17 18:56:00,en,fef80054a121f531,113,393,5876,False,False,False,[],i thought i had a very good idea about perceptual learning and accepted several invitations to give talks about it next week  but i have just discovered a fatal flaw in the idea so i am cancelling all those talks i apologize
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1270814602931187715,"Extrapolating the spectacular performance of GPT3 into the future suggests that the answer to life, the universe and everything is just 4.398 trillion parameters.",2020-06-10 20:26:00,en,fef80054a121f531,64,645,3770,False,False,False,[],extrapolating the spectacular performance of gpt3 into the future suggests that the answer to life the universe and everything is just 4398 trillion parameters
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1258143109344624643,My friend @Jordanjacobs10 of @RadicalVCFund asked what I thought of the @covariantAI team and technology. I told him I had made a rather small investment (I don't want to reinforce reinforcement learning) but now wished I had invested 100X more. So Radical did (and then some).,2020-05-06 21:14:00,en,fef80054a121f531,12,52,469,False,False,False,[],my friend  of  asked what i thought of the  team and technology i told him i had made a rather small investment i dont want to reinforce reinforcement learning but now wished i had invested 100x more so radical did and then some
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1242635161520439298,Shooting someone on Fifth Avenue and getting away with it seems like a minor indiscretion compared with killing thousands of New Yorkers by refusing to order the manufacture of ventilators.,2020-03-25 02:11:00,en,fef80054a121f531,28,218,1463,False,False,False,[],shooting someone on fifth avenue and getting away with it seems like a minor indiscretion compared with killing thousands of new yorkers by refusing to order the manufacture of ventilators
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1242288208093818882,"I was not far off! 
Data from @StanfordEng Professors @yicuistanford
 & Steven Chu show #N95masks can be decontaminated without decreasing filtration efficiency using 70C heat for 30 min. Alcohol & bleach should not be used.",2020-03-24 03:12:00,en,fef80054a121f531,13,40,253,False,False,False,[],"i was not far off 
data from  professors 
  steven chu show n95masks can be decontaminated without decreasing filtration efficiency using 70c heat for 30 min alcohol  bleach should not be used"
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1242185432022110209,"Students at U. Toronto have a website flatten.ca/ 
for people in the Greater Toronto Area to report symptoms of COVID-19. The reported numbers of likely positive cases and vulnerable individuals are displayed for each region defined by the first half of the postcode.",2020-03-23 20:24:00,en,fef80054a121f531,13,148,362,False,False,False,[],"students at u toronto have a website flattenca 
for people in the greater toronto area to report symptoms of covid19 the reported numbers of likely positive cases and vulnerable individuals are displayed for each region defined by the first half of the postcode"
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1239693060763770883,"I have one N95 mask. After using, I put it in a plastic bag, wash my hands and bake at 170F for 2 hours. My guess is that a half-baked mask is better than none. I would love to know whether baking at 170F reliably kills COVID-19 and whether it degrades the filtering by the mask.",2020-03-16 23:20:00,en,fef80054a121f531,120,95,1078,False,False,False,[],i have one n95 mask after using i put it in a plastic bag wash my hands and bake at 170f for 2 hours my guess is that a halfbaked mask is better than none i would love to know whether baking at 170f reliably kills covid19 and whether it degrades the filtering by the mask
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1234926905746493440,"Organizers of data science and machine learning conferences (NeurIPS, ICML, AISTATS, ICLR, UAI, ...): Allow remote paper & poster presentations at conferences - Sign the Petition! chng.it/p8QMVkp7 via @Change",2020-03-03 19:41:00,en,fef80054a121f531,14,264,867,False,False,False,[],organizers of data science and machine learning conferences neurips icml aistats iclr uai  allow remote paper  poster presentations at conferences  sign the petition chngitp8qmvkp7 via
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1230592238490615816,Suppose you have cancer and you have to choose between a black box AI surgeon that cannot explain how it works but has a 90% cure rate and a human surgeon with an 80% cure rate. Do you want the AI surgeon to be illegal?,2020-02-20 20:37:00,en,fef80054a121f531,686,1026,4643,False,False,False,[],suppose you have cancer and you have to choose between a black box ai surgeon that cannot explain how it works but has a 90 cure rate and a human surgeon with an 80 cure rate do you want the ai surgeon to be illegal
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1110962177903640582,"The X factor:  When I was an undergrad at Kings College Cambridge, Les Valiant who won the Turing award in 2010 lived in the adjacent room on X staircase.  He just told me that Turing lived on X staircase when he was a fellow at Kings and probably wrote his 1936 paper there!",2019-03-27 17:49:00,en,fef80054a121f531,55,443,3351,False,False,False,[],the x factor  when i was an undergrad at kings college cambridge les valiant who won the turing award in 2010 lived in the adjacent room on x staircase  he just told me that turing lived on x staircase when he was a fellow at kings and probably wrote his 1936 paper there
