profile_name,username,bio,location,website,join_date,followers_count,following_count,tweets_count,profile_image_url,tweet_id,text,created_at,lang,user_id_hashed,comment_count,retweet_count,like_count,is_reply,is_retweet,is_quote,urls
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1896277592325714330,"I think Elon Musk should be expelled from the British Royal Society. Not because he peddles conspiracy theories and makes Nazi salutes, but because of the huge damage he is doing to scientific institutions in the US. Now let's see if he really believes in free speech.",2025-03-02 19:13:00,en,fef80054a121f531,2125,3424,24210,False,False,False,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1833618540714217826,I was happy to add my name to this list of employees and alumni of AI companies. These signatories have better insight than almost anyone else into what is coming next with AI and we should heed their warnings.,2024-09-10 21:28:00,en,fef80054a121f531,274,232,1815,False,False,True,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1803090561814925708,I’m excited to share that I have joined the advisory board of @cusp_ai who have today come out of stealth mode and are using cutting edge AI to tackle one of the most urgent problems we as society face: climate change.,2024-06-18 15:41:00,en,fef80054a121f531,191,186,2098,False,False,False,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1793760928632365077,New AI safety paper in Science with a lot of authors: science.org/doi/10.1126/scie…,2024-05-23 21:48:00,en,fef80054a121f531,119,419,1566,False,False,False,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1775933990983348564,There is a UK company called Profit Crunch Ltd that is fraudulent. They claim i am a director and use my reputation to reassure investors. They are crooks. I have nothing to do with them. They also forged my signature on an insurance certificate.,2024-04-04 17:10:00,en,fef80054a121f531,120,235,1769,False,False,False,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1775148999823261836,"📰 🎉 #VayuRobotics has been named to the 2024 @CBinsights #AI 100 list in recognition of our novel tech developing AI foundation models for mobility & #robotics. We are honored to be on this list of esteemed companies. Congratulations, Team Vayu! vayurobotics.com/press-relea…",2024-04-02 13:11:00,en,fef80054a121f531,17,0,162,False,True,False,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1744477430906073123,"The way it attends to relevant parts of the visual input seems almost human, though its attending in parallel as well as sequentially.",2024-01-08 21:53:00,en,fef80054a121f531,47,66,405,False,False,True,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1729247589235597687,Someone with access to two boats should be able to recreate this and make a viral video of it. The water needs to be rough enough to disguise the wakes except when they positively interfere.,2023-11-27 21:15:00,en,fef80054a121f531,34,23,285,False,False,False,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1729247587197485300,"If two boats on a similar course went by some time ago, their wakes would be small and almost parallel. Where the wakes intersect you would get an interference pattern of bigger waves alternating with smaller waves and this pattern would move sideways in an undulating fashion.",2023-11-27 21:15:00,en,fef80054a121f531,17,28,252,False,False,False,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1729247585058386100,"When the sun is low and you are looking towards the sun across the water, the nearside of a steep wave looks black. So how could we get a pattern of waves that alternate between being steep and shallow and move sideways to the line of sight across the lake?",2023-11-27 21:15:00,en,fef80054a121f531,6,7,119,False,False,False,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1729247583061553361,"One evening this summer, my partner and I saw the Loch Ness monster swimming in Lake Huron. It was at least 10 feet long and swam in an undulating fashion with big black humps that were each several feet long and went up and down as it moved across the lake.",2023-11-27 21:15:00,en,fef80054a121f531,107,89,1029,False,False,False,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1728178632508780919,Yann LeCun thinks the risk of AI taking over is miniscule. This means he puts a big weight on his own opinion and a miniscule weight on the opinions of many other equally qualified experts.,2023-11-24 22:27:00,en,fef80054a121f531,613,490,4310,False,False,False,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1721937095860633663,"Fei-Fei Li has written a book. She was the first computer vision researcher to truly understand the power of big data and her work opened the floodgates for deep learning. She delivers a clear-eyed account of the awesome potential and danger of AI.
momentoflift.com/the-worlds-…",2023-11-07 17:06:00,en,fef80054a121f531,72,435,2727,False,False,False,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1719806327919157382,I suspect that Andrew Ng and Yann LeCun have missed the main reason why the big companies want regulations. Years ago the founder of a self-driving company told me that he liked safety regulations because if you satisfied them it reduced your legal liability for accidents.,2023-11-01 19:59:00,en,fef80054a121f531,177,262,2489,False,False,False,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1719406116503707668,Andrew Ng is claiming that the idea that AI could make us extinct is a big-tech conspiracy. A datapoint that does not fit this conspiracy theory is that I left Google so that I could speak freely about the existential threat.,2023-10-31 17:28:00,en,fef80054a121f531,355,492,4462,False,False,False,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1719342298507403331,"As underwriters of tomorrow’s innovations, venture capital needs a framework for responsible AI investing. Today Radical Ventures is pleased to share its Responsible AI for Startups (RAIS) framework - an open source resource for investors evaluating investments in AI technologies developed in partnership with @VectorInst. radical.vc/underwriting-resp…",2023-10-31 13:15:00,en,fef80054a121f531,7,0,88,False,True,False,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1717967329202491707,"New paper:
managing-ai-risks.com
Companies are planning to train models with 100x more computation than today’s state of the art, within 18 months. No one knows how powerful they will be. And there’s essentially no regulation on what they’ll be able to do with these models.",2023-10-27 18:11:00,en,fef80054a121f531,159,700,3127,False,False,False,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1712171602610155745,It seems to me that @VayuRobotics is addressing a great market niche and their approach has fewer ethical problems than many other AI applications. I look forward to working with @nitishsr and his team. (3/3),2023-10-11 18:21:00,en,fef80054a121f531,18,17,238,False,False,False,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1712171601150529649,"@VayuRobotics is designing light, low-speed robots for local deliveries. These robots have about 1% of the kinetic energy of a 50 mph car and a much shorter stopping distance, which makes it far easier to make them safe. (2/3)",2023-10-11 18:21:00,en,fef80054a121f531,11,17,240,False,False,False,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1712171599636435105,"Since leaving Google, I have received many requests to join the advisory boards of start-ups and, until now, I have declined them all. However, I have decided to join as an advisor for @VayuRobotics to work with @nitishsr again. vayurobotics.com/press-relea… (1/3)",2023-10-11 18:21:00,en,fef80054a121f531,55,157,1906,False,False,False,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1705266228942770359,"Oct 4th, 4pm ET: Join AI luminaries @geoffreyhinton  and @drfeifei in conversation with Radical's @JordanJacobs10 on building responsible AI systems and how their careers intersected at one of modern AI’s key inflection points. Sign-up here: lnkd.in/gqY3yjjU",2023-09-22 17:02:00,en,fef80054a121f531,12,0,123,False,True,True,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1672000400889638912,"The University of Toronto made a video for a non technical audience in which I explain how deep learning works, the enormous promise of this technology and some of the potential risks.  piped.video/-9cW4Gcn5WY",2023-06-22 21:55:00,en,fef80054a121f531,78,492,1767,False,False,False,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1654474560962457601,"Dishonest CBC headline:
""Canada's AI pioneer Geoffrey Hinton says AI could wipe out humans. In the meantime, there's money to be made"". 
The second sentence was said by a journalist, not me, but you wouldn't know that.",2023-05-05 13:14:00,en,fef80054a121f531,392,832,6385,False,False,False,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1652993570721210372,"In the NYT today, Cade Metz implies that I left Google so that I could criticize Google. Actually, I left so that I could talk about the dangers of AI without considering how this impacts Google. Google has acted very responsibly.",2023-05-01 11:09:00,en,fef80054a121f531,613,2905,15254,False,False,False,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1652214366236803073,"Wondering about how to train deep neural networks without backprop? Check out our ICLR 2023 paper: arxiv.org/abs/2210.03310

Forward gradient computes gradient information from forward pass. But it is slow and noisy — it computes the directional gradient along a random weight perturbation. Gradient variance explodes with deeper and wider networks. 

Our key insight is to utilize local activity perturbation and we introduce a new architecture with many local losses throughout the network so that each loss is associated with a small number of weights.

Both supervised and self-supervised (contrastive) learning works. Much better than a lot of backprop-free methods on large scale problems.

Joint work with @geoffreyhinton @skornblith @lrjconan

Our ICLR poster will be presented on Tuesday May 2, in Kigali, Rwanda!",2023-04-29 07:32:00,en,fef80054a121f531,30,0,925,False,True,False,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1636110447442112513,Reinforcement Learning by Human Feedback is just parenting for a supernaturally precocious child.,2023-03-15 21:01:00,en,fef80054a121f531,124,467,3218,False,False,False,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1635739459764322330,Caterpillars extract nutrients which are then converted into butterflies. People have extracted billions of nuggets of understanding and GPT-4 is humanity's butterfly.,2023-03-14 20:27:00,en,fef80054a121f531,108,591,3142,False,False,False,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1625105026333933568,"Nominations for the Royal Society's medals and awards close on Friday 24 February, celebrating outstanding contributions to science from individuals and teams. You don't have to be a Fellow of the Royal Society to nominate or be nominated, find out more: royalsociety.org/grants-sche…",2023-02-13 12:10:00,en,fef80054a121f531,10,0,100,False,True,False,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1616154554768162818,A huge amount of practical experience has been distilled into this great guide to tuning deep learning models.,2023-01-19 19:24:00,en,fef80054a121f531,74,143,852,False,False,True,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1583498744204361737,Renjie finally got Gaussian-Bernoulli RBMs to work well.,2022-10-21 16:41:00,en,fef80054a121f531,17,77,598,False,False,True,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1582170124768792576,AI is eating software. I’ve said this for a while. Why? Traditional software never improves. AI enables ‘smart’ software to learn & improve constantly. The world runs on software and AI is changing everything. Yet few people see or understand the massive AI wave on the horizon.,2022-10-18 00:42:00,en,fef80054a121f531,94,0,1278,False,True,False,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1574839268064858148,"Super excited to announce that I will join the ECE department at UCSB @ucsantabarbara as an assistant professor in January, 2023! After three amazing years at @googIeresearch in New York, I will move back to California! Actively looking for students and please get in touch😀!",2022-09-27 19:11:00,en,fef80054a121f531,53,0,650,False,True,False,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1533908809449627649,"I tried HSBC chat. Here's what they said:
I’ll transfer you to an agent now. It could take up to 6 hours to get connected because our agents are helping other customers like you. Please feel free to log out of Online Banking, and check back later for our response. Thank you.",2022-06-06 20:28:00,en,fef80054a121f531,12,12,128,False,False,False,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1533906800696770563,Does HSBC UK have any ML people?  HSBC will not comply with my written instructions to transfer money within the UK. Fraud detection says it must be authorized by high value transfers. High value transfers say they cannot authorize it. 7  hours on the phone so far. Help!,2022-06-06 20:20:00,en,fef80054a121f531,59,34,552,False,False,False,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1469842971721965568,Equivariance rules!,2021-12-12 01:34:00,fr,fef80054a121f531,17,146,933,False,False,True,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1462786695938465795,"Join us at @UofTCompSci! We are now hiring for tenure-stream faculty positions in multiple areas.

We will start reviewing applications on December 6, and we will give full consideration to all applications submitted by January 10.

Get the details: uoft.me/7jH",2021-11-22 14:15:00,en,fef80054a121f531,4,0,86,False,True,False,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1453903951519125505,"📢📢📢 Have you ever wondered what ""capsules"" are in deep learning? For primary capsules, it is actually very very simple, and explained excellently by Weiwei in his upcoming talk at #NeurIPS21, linked below:

piped.video/tUQJV2W7Z8g
canonical-capsules.github.io

Thread 🧵⬇️",2021-10-29 01:58:00,en,fef80054a121f531,8,0,235,False,True,False,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1436444569164521476,"Canadian politicians are talking about setting up a Canadian DARPA. Tying precious research dollars to military applications is not an efficient way to innovate and will lead to obscenities like the self-healing minefield. Encourage start-ups, not the military industrial complex.",2021-09-10 21:40:00,en,fef80054a121f531,40,211,1807,False,False,False,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1408822677545099275,A common argument against taking inspiration from the brain when designing neural networks is that it's like taking inspiration from feathers when designing flying machines.  Drones need blades that will not damage things they hit and can be easily repaired with a quick preen.,2021-06-26 16:21:00,en,fef80054a121f531,36,141,1057,False,False,False,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1404458382686359558,Canada prides itself on being a more caring society than the US and is publicly apologetic about its past abuses. So why is it ignoring current torture in its prisons? ottawacitizen.com/opinion/do…,2021-06-14 15:19:00,en,fef80054a121f531,9,29,183,False,False,False,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1402300077406928897,I am excited to support @raquelutrasun as she begins her next chapter with @waabi_ai. She has been an AI pioneer for the last 20 years and will bring new thinking to an incredibly important space.,2021-06-08 16:22:00,en,fef80054a121f531,6,25,495,False,False,False,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1367542860782825472,"Describe coding in exactly six words.

We’ll RT all the best ones.

From the folks @StackOverflow:

Build. Deploy. Test. Debug. Debug. Debug.

#CodingIn6Words #ThursdayThoughts",2021-03-04 18:30:00,en,fef80054a121f531,491,0,567,False,True,False,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1365311399287808002,"I have a new paper on how to represent part-whole hierarchies in neural networks. 

arxiv.org/abs/2102.12627",2021-02-26 14:42:00,en,fef80054a121f531,45,593,2888,False,False,False,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1337074521585618944,"Finding the natural parts of an object and their intrinsic coordinate frames without supervision is a crucial step in learning to parse images into part-whole hierarchies. If we start with point clouds, we can do it!",2020-12-10 16:39:00,en,fef80054a121f531,10,176,939,False,False,True,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1333474402235609088,"Our new paper ""𝐔𝐧𝐬𝐮𝐩𝐞𝐫𝐯𝐢𝐬𝐞𝐝 𝐩𝐚𝐫𝐭 𝐫𝐞𝐩𝐫𝐞𝐬𝐞𝐧𝐭𝐚𝐭𝐢𝐨𝐧 𝐛𝐲 𝐅𝐥𝐨𝐰 𝐂𝐚𝐩𝐬𝐮𝐥𝐞𝐬"" is out arxiv.org/abs/2011.13920

TL;DR: are newborns exposed to 14 million (i.e. ImageNet) labeled images? No! They learn by observing motion... in an unsupervised fashion",2020-11-30 18:14:00,en,fef80054a121f531,6,0,340,False,True,False,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1304431040728096770,"Read my latest #research on #MachineLearning applied to #DrugSideEffectsPrediction, published with @SpringerNature in @NatureComms together with my brilliant PhD student @diegogaleano05 and 
@shantaolee and @MarkGerstein
nature.com/articles/s41467-0…",2020-09-11 14:46:00,en,fef80054a121f531,7,0,223,False,True,False,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1296599857638125568,"My wonderful former graduate student, Roland Memisevic, used neural networks to make a great fitness app:

cnbc.com/2020/08/20/twentybn…",2020-08-21 00:07:00,en,fef80054a121f531,10,81,588,False,False,False,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1296466812696240131,"Source code and full talk for 𝗡𝗔𝗦𝗔: 𝗡𝗲𝘂𝗿𝗮𝗹 𝗔𝗿𝘁𝗶𝗰𝘂𝗹𝗮𝘁𝗲𝗱 𝗦𝗵𝗮𝗽𝗲 𝗔𝗽𝗽𝗿𝗼𝘅𝗶𝗺𝗮𝘁𝗶𝗼𝗻 is now available – links 👇👇

Talk @ #ECCV2020 → piped.video/-6e_46VuH8U
Project page → nasa-eccv20.github.io
Source code → github.com/tensorflow/graphi…",2020-08-20 15:19:00,en,fef80054a121f531,2,0,133,False,True,False,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1286006705722200064,"Do you like implicit functions to model 3D geometry?
We show that ""Neural Articulated Shape Approximation"" improves the approximation power by over 50% ABSOLUTE!!

Fast-forward of our #ECCV paper, full talk, additional material, and code comings soon.

arxiv.org/abs/1912.03207",2020-07-22 18:34:00,en,fef80054a121f531,3,0,259,False,True,False,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1273686900285603843,"A non-linearity that works much better than ReLUs. The work described in this video might also be relevant to understanding grid cells.
piped.video/watch?v=Q2fLWGBe…",2020-06-18 18:39:00,en,fef80054a121f531,42,702,2718,False,False,False,[]
Geoffrey Hinton,geoffreyhinton,deep learning,,,,28,143,518100,https://nitter.net/pic/pbs.twimg.com%2Fprofile_images%2F1084213316963057664%2FfQGCUSt0_400x400.jpg,1273328639673806851,"I thought I had a very good idea about perceptual learning and accepted several invitations to give talks about it next week.  But I have just discovered a fatal flaw in the idea, so I am cancelling all those talks. I apologize.",2020-06-17 18:56:00,en,fef80054a121f531,113,393,5876,False,False,False,[]
